,bpm_time,bpm
189,2019-04-21,70.81181808060566
190,2019-04-22,68.93856551724139
191,2019-04-23,72.10297997611576
192,2019-04-24,71.81220931851728
193,2019-04-25,69.5458916744791
194,2019-04-26,75.14017956438006
195,2019-04-27,64.93888462382101
196,2019-04-28,68.70407209979668
197,2019-04-29,74.13773298046061
198,2019-04-30,68.33505322615686
199,2019-05-01,67.52893116955792
200,2019-05-02,62.76029293886177
201,2019-05-03,76.95134951236108
202,2019-05-04,69.31379178549378
203,2019-05-05,68.70966952264382
204,2019-05-06,70.11709575106438
205,2019-05-07,67.87152532391049
206,2019-05-08,65.86540468869016
207,2019-05-09,68.70340553849559
208,2019-05-10,69.85390172219628
209,2019-05-11,72.74646258877938
210,2019-05-12,61.69735109029709
211,2019-05-14,78.10195424935615
212,2019-05-15,70.07039746335494
213,2019-05-16,70.40680405249827
214,2019-05-17,69.37809883434575
215,2019-05-18,75.88986239820275
216,2019-05-19,71.52560890339122
217,2019-05-20,72.52055418831465
218,2019-05-21,70.48458730791646
219,2019-05-22,75.44160260623553
220,2019-05-23,76.40157756354076
221,2019-05-24,77.59389815382899
222,2019-05-25,72.61810930576071
223,2019-05-26,70.99012665802334
224,2019-05-27,67.49739167791826
225,2019-05-28,57.127203153988866
226,2019-05-29,71.49978749327062
227,2019-05-30,71.04870103205673
228,2019-05-31,66.57483677910773
229,2019-06-01,68.06171484996435
230,2019-06-02,67.06209786428765
231,2019-06-03,68.23343699934031
232,2019-06-04,70.21547886050949
233,2019-06-05,69.16558872539328
234,2019-06-06,70.19137967314302
235,2019-06-07,70.11268524559605
236,2019-06-08,73.3018407629186
237,2019-06-09,69.45639283692381
238,2019-06-10,66.81637137276786
239,2019-06-11,68.77153599065556
240,2019-06-12,61.30080033996742
241,2019-06-23,65.96945247270392
242,2019-06-24,73.36723504420715
243,2019-06-25,75.63008105492378
244,2019-06-26,67.3774857746231
245,2019-06-27,76.8038773254743
246,2019-06-28,70.69866494575082
247,2019-06-29,71.3051421416579
248,2019-06-30,72.00748666013286
249,2019-07-01,66.96790868720511
250,2019-07-02,66.08543000914914
251,2019-07-03,69.53772105943507
252,2019-07-04,64.11206114781707
